home_id,timestamp,device_id,device_type,room,status,power_watt,user_present,activity,indoor_temp,outdoor_temp,humidity,light_level,day_of_week,hour_of_day,price_kWh
4,2022-01-01 00:00:00,air_conditioner4,air_conditioner,bedroom,off,0.0,1,sleeping,6.0,5.7,100.0,16.5,5,0,1500
4,2022-01-01 00:00:00,light4,light,living_room,off,0.0,1,sleeping,6.0,5.7,100.0,16.5,5,0,1500
4,2022-01-01 00:00:00,tv4,tv,living_room,off,0.0,1,sleeping,6.0,5.7,100.0,16.5,5,0,1500
4,2022-01-01 00:00:00,fridge4,fridge,kitchen,on,291.71,1,sleeping,6.0,5.7,100.0,16.5,5,0,1500
4,2022-01-01 00:00:00,washer4,washer,laundry_room,off,0.0,1,sleeping,6.0,5.7,100.0,16.5,5,0,1500
5,2022-01-01 00:00:00,air_conditioner5,air_conditioner,bedroom,off,0.0,1,sleeping,11.2,10.1,59.1,47.3,5,0,1500
5,2022-01-01 00:00:00,light5,light,living_room,off,0.0,1,sleeping,11.2,10.1,59.1,47.3,5,0,1500
5,2022-01-01 00:00:00,tv5,tv,living_room,off,0.0,1,sleeping,11.2,10.1,59.1,47.3,5,0,1500
5,2022-01-01 00:00:00,fridge5,fridge,kitchen,on,207.17,1,sleeping,11.2,10.1,59.1,47.3,5,0,1500
5,2022-01-01 00:00:00,washer5,washer,laundry_room,off,0.0,1,sleeping,11.2,10.1,59.1,47.3,5,0,1500
6,2022-01-01 00:00:00,air_conditioner6,air_conditioner,bedroom,off,0.0,1,sleeping,4.6,4.3,73.7,7.3,5,0,1500
6,2022-01-01 00:00:00,light6,light,living_room,off,0.0,1,sleeping,4.6,4.3,73.7,7.3,5,0,1500
6,2022-01-01 00:00:00,tv6,tv,living_room,off,0.0,1,sleeping,4.6,4.3,73.7,7.3,5,0,1500
6,2022-01-01 00:00:00,fridge6,fridge,kitchen,on,269.89,1,sleeping,4.6,4.3,73.7,7.3,5,0,1500
6,2022-01-01 00:00:00,washer6,washer,laundry_room,off,0.0,1,sleeping,4.6,4.3,73.7,7.3,5,0,1500
7,2022-01-01 00:00:00,air_conditioner7,air_conditioner,bedroom,off,0.0,1,sleeping,10.1,11.3,42.1,37.8,5,0,1500
7,2022-01-01 00:00:00,light7,light,living_room,off,0.0,1,sleeping,10.1,11.3,42.1,37.8,5,0,1500
7,2022-01-01 00:00:00,tv7,tv,living_room,off,0.0,1,sleeping,10.1,11.3,42.1,37.8,5,0,1500
7,2022-01-01 00:00:00,fridge7,fridge,kitchen,on,287.36,1,sleeping,10.1,11.3,42.1,37.8,5,0,1500
7,2022-01-01 00:00:00,washer7,washer,laundry_room,off,0.0,1,sleeping,10.1,11.3,42.1,37.8,5,0,1500
8,2022-01-01 00:00:00,air_conditioner8,air_conditioner,bedroom,off,0.0,1,sleeping,2.7,4.4,77.7,37.6,5,0,1500
8,2022-01-01 00:00:00,light8,light,living_room,off,0.0,1,sleeping,2.7,4.4,77.7,37.6,5,0,1500
8,2022-01-01 00:00:00,tv8,tv,living_room,off,0.0,1,sleeping,2.7,4.4,77.7,37.6,5,0,1500
8,2022-01-01 00:00:00,fridge8,fridge,kitchen,on,289.22,1,sleeping,2.7,4.4,77.7,37.6,5,0,1500
8,2022-01-01 00:00:00,washer8,washer,laundry_room,off,0.0,1,sleeping,2.7,4.4,77.7,37.6,5,0,1500
9,2022-01-01 00:00:00,air_conditioner9,air_conditioner,bedroom,off,0.0,1,sleeping,9.7,11.5,50.1,81.9,5,0,1500
9,2022-01-01 00:00:00,light9,light,living_room,off,0.0,1,sleeping,9.7,11.5,50.1,81.9,5,0,1500
9,2022-01-01 00:00:00,tv9,tv,living_room,off,0.0,1,sleeping,9.7,11.5,50.1,81.9,5,0,1500
9,2022-01-01 00:00:00,fridge9,fridge,kitchen,on,307.88,1,sleeping,9.7,11.5,50.1,81.9,5,0,1500
9,2022-01-01 00:00:00,washer9,washer,laundry_room,off,0.0,1,sleeping,9.7,11.5,50.1,81.9,5,0,1500
10,2022-01-01 00:00:00,air_conditioner10,air_conditioner,bedroom,off,0.0,1,sleeping,12.4,11.8,46.6,11.5,5,0,1500
10,2022-01-01 00:00:00,light10,light,living_room,off,0.0,1,sleeping,12.4,11.8,46.6,11.5,5,0,1500
10,2022-01-01 00:00:00,tv10,tv,living_room,off,0.0,1,sleeping,12.4,11.8,46.6,11.5,5,0,1500
10,2022-01-01 00:00:00,fridge10,fridge,kitchen,on,217.08,1,sleeping,12.4,11.8,46.6,11.5,5,0,1500
10,2022-01-01 00:00:00,washer10,washer,laundry_room,off,0.0,1,sleeping,12.4,11.8,46.6,11.5,5,0,1500
1,2022-01-01 00:15:00,air_conditioner1,air_conditioner,bedroom,off,0.0,1,sleeping,11.0,11.7,39.6,5.3,5,0,1500
1,2022-01-01 00:15:00,light1,light,living_room,off,0.0,1,sleeping,11.0,11.7,39.6,5.3,5,0,1500
1,2022-01-01 00:15:00,tv1,tv,living_room,off,0.0,1,sleeping,11.0,11.7,39.6,5.3,5,0,1500
1,2022-01-01 00:15:00,fridge1,fridge,kitchen,on,214.55,1,sleeping,11.0,11.7,39.6,5.3,5,0,1500
1,2022-01-01 00:15:00,washer1,washer,laundry_room,off,0.0,1,sleeping,11.0,11.7,39.6,5.3,5,0,1500
2,2022-01-01 00:15:00,air_conditioner2,air_conditioner,bedroom,off,0.0,1,sleeping,12.4,11.2,57.0,92.7,5,0,1500
2,2022-01-01 00:15:00,light2,light,living_room,off,0.0,1,sleeping,12.4,11.2,57.0,92.7,5,0,1500
2,2022-01-01 00:15:00,tv2,tv,living_room,off,0.0,1,sleeping,12.4,11.2,57.0,92.7,5,0,1500
2,2022-01-01 00:15:00,fridge2,fridge,kitchen,on,214.36,1,sleeping,12.4,11.2,57.0,92.7,5,0,1500
2,2022-01-01 00:15:00,washer2,washer,laundry_room,off,0.0,1,sleeping,12.4,11.2,57.0,92.7,5,0,1500
3,2022-01-01 00:15:00,air_conditioner3,air_conditioner,bedroom,off,0.0,1,sleeping,9.2,10.6,51.3,1.2,5,0,1500
3,2022-01-01 00:15:00,light3,light,living_room,off,0.0,1,sleeping,9.2,10.6,51.3,1.2,5,0,1500
3,2022-01-01 00:15:00,tv3,tv,living_room,off,0.0,1,sleeping,9.2,10.6,51.3,1.2,5,0,1500
3,2022-01-01 00:15:00,fridge3,fridge,kitchen,on,201.97,1,sleeping,9.2,10.6,51.3,1.2,5,0,1500
3,2022-01-01 00:15:00,washer3,washer,laundry_room,off,0.0,1,sleeping,9.2,10.6,51.3,1.2,5,0,1500
4,2022-01-01 00:15:00,air_conditioner4,air_conditioner,bedroom,off,0.0,1,sleeping,11.3,11.3,44.7,98.7,5,0,1500
4,2022-01-01 00:15:00,light4,light,living_room,off,0.0,1,sleeping,11.3,11.3,44.7,98.7,5,0,1500
4,2022-01-01 00:15:00,tv4,tv,living_room,off,0.0,1,sleeping,11.3,11.3,44.7,98.7,5,0,1500
4,2022-01-01 00:15:00,fridge4,fridge,kitchen,on,264.77,1,sleeping,11.3,11.3,44.7,98.7,5,0,1500
4,2022-01-01 00:15:00,washer4,washer,laundry_room,off,0.0,1,sleeping,11.3,11.3,44.7,98.7,5,0,1500
5,2022-01-01 00:15:00,air_conditioner5,air_conditioner,bedroom,off,0.0,1,sleeping,5.9,5.0,85.7,41.4,5,0,1500
5,2022-01-01 00:15:00,light5,light,living_room,off,0.0,1,sleeping,5.9,5.0,85.7,41.4,5,0,1500
5,2022-01-01 00:15:00,tv5,tv,living_room,off,0.0,1,sleeping,5.9,5.0,85.7,41.4,5,0,1500
5,2022-01-01 00:15:00,fridge5,fridge,kitchen,on,296.45,1,sleeping,5.9,5.0,85.7,41.4,5,0,1500
5,2022-01-01 00:15:00,washer5,washer,laundry_room,off,0.0,1,sleeping,5.9,5.0,85.7,41.4,5,0,1500
6,2022-01-01 00:15:00,air_conditioner6,air_conditioner,bedroom,off,0.0,1,sleeping,10.6,10.4,75.4,58.1,5,0,1500
6,2022-01-01 00:15:00,light6,light,living_room,off,0.0,1,sleeping,10.6,10.4,75.4,58.1,5,0,1500
6,2022-01-01 00:15:00,tv6,tv,living_room,off,0.0,1,sleeping,10.6,10.4,75.4,58.1,5,0,1500
6,2022-01-01 00:15:00,fridge6,fridge,kitchen,on,229.84,1,sleeping,10.6,10.4,75.4,58.1,5,0,1500
6,2022-01-01 00:15:00,washer6,washer,laundry_room,off,0.0,1,sleeping,10.6,10.4,75.4,58.1,5,0,1500
7,2022-01-01 00:15:00,air_conditioner7,air_conditioner,bedroom,off,0.0,1,sleeping,5.6,5.0,97.5,62.8,5,0,1500
7,2022-01-01 00:15:00,light7,light,living_room,off,0.0,1,sleeping,5.6,5.0,97.5,62.8,5,0,1500
7,2022-01-01 00:15:00,tv7,tv,living_room,off,0.0,1,sleeping,5.6,5.0,97.5,62.8,5,0,1500
7,2022-01-01 00:15:00,fridge7,fridge,kitchen,on,273.96,1,sleeping,5.6,5.0,97.5,62.8,5,0,1500
7,2022-01-01 00:15:00,washer7,washer,laundry_room,off,0.0,1,sleeping,5.6,5.0,97.5,62.8,5,0,1500
8,2022-01-01 00:15:00,air_conditioner8,air_conditioner,bedroom,off,0.0,1,sleeping,3.8,4.5,72.6,43.1,5,0,1500
8,2022-01-01 00:15:00,light8,light,living_room,off,0.0,1,sleeping,3.8,4.5,72.6,43.1,5,0,1500
8,2022-01-01 00:15:00,tv8,tv,living_room,off,0.0,1,sleeping,3.8,4.5,72.6,43.1,5,0,1500
8,2022-01-01 00:15:00,fridge8,fridge,kitchen,on,258.3,1,sleeping,3.8,4.5,72.6,43.1,5,0,1500
8,2022-01-01 00:15:00,washer8,washer,laundry_room,off,0.0,1,sleeping,3.8,4.5,72.6,43.1,5,0,1500
9,2022-01-01 00:15:00,air_conditioner9,air_conditioner,bedroom,off,0.0,1,sleeping,11.7,11.9,57.9,74.4,5,0,1500
9,2022-01-01 00:15:00,light9,light,living_room,off,0.0,1,sleeping,11.7,11.9,57.9,74.4,5,0,1500
9,2022-01-01 00:15:00,tv9,tv,living_room,off,0.0,1,sleeping,11.7,11.9,57.9,74.4,5,0,1500
9,2022-01-01 00:15:00,fridge9,fridge,kitchen,on,269.17,1,sleeping,11.7,11.9,57.9,74.4,5,0,1500
9,2022-01-01 00:15:00,washer9,washer,laundry_room,off,0.0,1,sleeping,11.7,11.9,57.9,74.4,5,0,1500
10,2022-01-01 00:15:00,air_conditioner10,air_conditioner,bedroom,off,0.0,1,sleeping,11.6,10.8,57.9,12.5,5,0,1500
10,2022-01-01 00:15:00,light10,light,living_room,off,0.0,1,sleeping,11.6,10.8,57.9,12.5,5,0,1500
10,2022-01-01 00:15:00,tv10,tv,living_room,off,0.0,1,sleeping,11.6,10.8,57.9,12.5,5,0,1500
10,2022-01-01 00:15:00,fridge10,fridge,kitchen,on,253.41,1,sleeping,11.6,10.8,57.9,12.5,5,0,1500
10,2022-01-01 00:15:00,washer10,washer,laundry_room,off,0.0,1,sleeping,11.6,10.8,57.9,12.5,5,0,1500
1,2022-01-01 00:30:00,air_conditioner1,air_conditioner,bedroom,off,0.0,1,sleeping,10.2,11.6,58.6,39.0,5,0,1500
1,2022-01-01 00:30:00,light1,light,living_room,off,0.0,1,sleeping,10.2,11.6,58.6,39.0,5,0,1500
1,2022-01-01 00:30:00,tv1,tv,living_room,off,0.0,1,sleeping,10.2,11.6,58.6,39.0,5,0,1500
1,2022-01-01 00:30:00,fridge1,fridge,kitchen,on,235.3,1,sleeping,10.2,11.6,58.6,39.0,5,0,1500
1,2022-01-01 00:30:00,washer1,washer,laundry_room,off,0.0,1,sleeping,10.2,11.6,58.6,39.0,5,0,1500
2,2022-01-01 00:30:00,air_conditioner2,air_conditioner,bedroom,off,0.0,1,sleeping,9.2,10.2,47.5,46.7,5,0,1500
2,2022-01-01 00:30:00,light2,light,living_room,off,0.0,1,sleeping,9.2,10.2,47.5,46.7,5,0,1500
2,2022-01-01 00:30:00,tv2,tv,living_room,off,0.0,1,sleeping,9.2,10.2,47.5,46.7,5,0,1500
2,2022-01-01 00:30:00,fridge2,fridge,kitchen,on,205.2,1,sleeping,9.2,10.2,47.5,46.7,5,0,1500
2,2022-01-01 00:30:00,washer2,washer,laundry_room,off,0.0,1,sleeping,9.2,10.2,47.5,46.7,5,0,1500
3,2022-01-01 00:30:00,air_conditioner3,air_conditioner,bedroom,off,0.0,1,sleeping,6.2,5.3,75.0,11.1,5,0,1500
3,2022-01-01 00:30:00,light3,light,living_room,off,0.0,1,sleeping,6.2,5.3,75.0,11.1,5,0,1500
3,2022-01-01 00:30:00,tv3,tv,living_room,off,0.0,1,sleeping,6.2,5.3,75.0,11.1,5,0,1500
3,2022-01-01 00:30:00,fridge3,fridge,kitchen,on,260.09,1,sleeping,6.2,5.3,75.0,11.1,5,0,1500
3,2022-01-01 00:30:00,washer3,washer,laundry_room,off,0.0,1,sleeping,6.2,5.3,75.0,11.1,5,0,1500
4,2022-01-01 00:30:00,air_conditioner4,air_conditioner,bedroom,off,0.0,1,sleeping,13.0,11.2,45.5,84.6,5,0,1500
4,2022-01-01 00:30:00,light4,light,living_room,off,0.0,1,sleeping,13.0,11.2,45.5,84.6,5,0,1500
4,2022-01-01 00:30:00,tv4,tv,living_room,off,0.0,1,sleeping,13.0,11.2,45.5,84.6,5,0,1500
4,2022-01-01 00:30:00,fridge4,fridge,kitchen,on,238.84,1,sleeping,13.0,11.2,45.5,84.6,5,0,1500
4,2022-01-01 00:30:00,washer4,washer,laundry_room,on,681.81,1,sleeping,13.0,11.2,45.5,84.6,5,0,1500
5,2022-01-01 00:30:00,air_conditioner5,air_conditioner,bedroom,off,0.0,1,sleeping,2.3,4.3,100.0,10.7,5,0,1500
5,2022-01-01 00:30:00,light5,light,living_room,off,0.0,1,sleeping,2.3,4.3,100.0,10.7,5,0,1500
5,2022-01-01 00:30:00,tv5,tv,living_room,off,0.0,1,sleeping,2.3,4.3,100.0,10.7,5,0,1500
5,2022-01-01 00:30:00,fridge5,fridge,kitchen,on,201.93,1,sleeping,2.3,4.3,100.0,10.7,5,0,1500
5,2022-01-01 00:30:00,washer5,washer,laundry_room,off,0.0,1,sleeping,2.3,4.3,100.0,10.7,5,0,1500
6,2022-01-01 00:30:00,air_conditioner6,air_conditioner,bedroom,off,0.0,1,sleeping,8.6,10.4,56.1,59.1,5,0,1500
6,2022-01-01 00:30:00,light6,light,living_room,off,0.0,1,sleeping,8.6,10.4,56.1,59.1,5,0,1500
6,2022-01-01 00:30:00,tv6,tv,living_room,off,0.0,1,sleeping,8.6,10.4,56.1,59.1,5,0,1500
6,2022-01-01 00:30:00,fridge6,fridge,kitchen,on,220.92,1,sleeping,8.6,10.4,56.1,59.1,5,0,1500
6,2022-01-01 00:30:00,washer6,washer,laundry_room,off,0.0,1,sleeping,8.6,10.4,56.1,59.1,5,0,1500
7,2022-01-01 00:30:00,air_conditioner7,air_conditioner,bedroom,off,0.0,1,sleeping,13.6,11.7,45.5,24.4,5,0,1500
7,2022-01-01 00:30:00,light7,light,living_room,off,0.0,1,sleeping,13.6,11.7,45.5,24.4,5,0,1500
7,2022-01-01 00:30:00,tv7,tv,living_room,off,0.0,1,sleeping,13.6,11.7,45.5,24.4,5,0,1500
7,2022-01-01 00:30:00,fridge7,fridge,kitchen,on,308.8,1,sleeping,13.6,11.7,45.5,24.4,5,0,1500
7,2022-01-01 00:30:00,washer7,washer,laundry_room,off,0.0,1,sleeping,13.6,11.7,45.5,24.4,5,0,1500
8,2022-01-01 00:30:00,air_conditioner8,air_conditioner,bedroom,off,0.0,1,sleeping,10.7,11.3,62.9,2.6,5,0,1500
8,2022-01-01 00:30:00,light8,light,living_room,off,0.0,1,sleeping,10.7,11.3,62.9,2.6,5,0,1500
8,2022-01-01 00:30:00,tv8,tv,living_room,off,0.0,1,sleeping,10.7,11.3,62.9,2.6,5,0,1500
8,2022-01-01 00:30:00,fridge8,fridge,kitchen,on,206.15,1,sleeping,10.7,11.3,62.9,2.6,5,0,1500
8,2022-01-01 00:30:00,washer8,washer,laundry_room,off,0.0,1,sleeping,10.7,11.3,62.9,2.6,5,0,1500
9,2022-01-01 00:30:00,air_conditioner9,air_conditioner,bedroom,off,0.0,1,sleeping,11.1,10.3,58.7,26.6,5,0,1500
9,2022-01-01 00:30:00,light9,light,living_room,off,0.0,1,sleeping,11.1,10.3,58.7,26.6,5,0,1500
9,2022-01-01 00:30:00,tv9,tv,living_room,off,0.0,1,sleeping,11.1,10.3,58.7,26.6,5,0,1500
9,2022-01-01 00:30:00,fridge9,fridge,kitchen,on,285.87,1,sleeping,11.1,10.3,58.7,26.6,5,0,1500
9,2022-01-01 00:30:00,washer9,washer,laundry_room,off,0.0,1,sleeping,11.1,10.3,58.7,26.6,5,0,1500
10,2022-01-01 00:30:00,air_conditioner10,air_conditioner,bedroom,off,0.0,1,sleeping,12.7,11.8,50.6,92.4,5,0,1500
10,2022-01-01 00:30:00,light10,light,living_room,off,0.0,1,sleeping,12.7,11.8,50.6,92.4,5,0,1500
10,2022-01-01 00:30:00,tv10,tv,living_room,off,0.0,1,sleeping,12.7,11.8,50.6,92.4,5,0,1500
10,2022-01-01 00:30:00,fridge10,fridge,kitchen,on,294.75,1,sleeping,12.7,11.8,50.6,92.4,5,0,1500
10,2022-01-01 00:30:00,washer10,washer,laundry_room,off,0.0,1,sleeping,12.7,11.8,50.6,92.4,5,0,1500
1,2022-01-01 00:45:00,air_conditioner1,air_conditioner,bedroom,off,0.0,1,sleeping,12.0,11.7,69.9,39.4,5,0,1500
1,2022-01-01 00:45:00,light1,light,living_room,off,0.0,1,sleeping,12.0,11.7,69.9,39.4,5,0,1500
1,2022-01-01 00:45:00,tv1,tv,living_room,off,0.0,1,sleeping,12.0,11.7,69.9,39.4,5,0,1500
1,2022-01-01 00:45:00,fridge1,fridge,kitchen,on,308.77,1,sleeping,12.0,11.7,69.9,39.4,5,0,1500
1,2022-01-01 00:45:00,washer1,washer,laundry_room,off,0.0,1,sleeping,12.0,11.7,69.9,39.4,5,0,1500
2,2022-01-01 00:45:00,air_conditioner2,air_conditioner,bedroom,on,773.4,1,sleeping,11.9,12.0,69.8,69.4,5,0,1500
2,2022-01-01 00:45:00,light2,light,living_room,off,0.0,1,sleeping,11.9,12.0,69.8,69.4,5,0,1500
2,2022-01-01 00:45:00,tv2,tv,living_room,off,0.0,1,sleeping,11.9,12.0,69.8,69.4,5,0,1500
2,2022-01-01 00:45:00,fridge2,fridge,kitchen,on,274.56,1,sleeping,11.9,12.0,69.8,69.4,5,0,1500
2,2022-01-01 00:45:00,washer2,washer,laundry_room,off,0.0,1,sleeping,11.9,12.0,69.8,69.4,5,0,1500
3,2022-01-01 00:45:00,air_conditioner3,air_conditioner,bedroom,off,0.0,1,sleeping,9.3,10.7,68.4,19.1,5,0,1500
3,2022-01-01 00:45:00,light3,light,living_room,off,0.0,1,sleeping,9.3,10.7,68.4,19.1,5,0,1500
3,2022-01-01 00:45:00,tv3,tv,living_room,off,0.0,1,sleeping,9.3,10.7,68.4,19.1,5,0,1500
3,2022-01-01 00:45:00,fridge3,fridge,kitchen,on,274.52,1,sleeping,9.3,10.7,68.4,19.1,5,0,1500
3,2022-01-01 00:45:00,washer3,washer,laundry_room,off,0.0,1,sleeping,9.3,10.7,68.4,19.1,5,0,1500
4,2022-01-01 00:45:00,air_conditioner4,air_conditioner,bedroom,off,0.0,1,sleeping,2.8,4.3,100.0,78.0,5,0,1500
4,2022-01-01 00:45:00,light4,light,living_room,off,0.0,1,sleeping,2.8,4.3,100.0,78.0,5,0,1500
4,2022-01-01 00:45:00,tv4,tv,living_room,off,0.0,1,sleeping,2.8,4.3,100.0,78.0,5,0,1500
4,2022-01-01 00:45:00,fridge4,fridge,kitchen,on,214.62,1,sleeping,2.8,4.3,100.0,78.0,5,0,1500
4,2022-01-01 00:45:00,washer4,washer,laundry_room,off,0.0,1,sleeping,2.8,4.3,100.0,78.0,5,0,1500
5,2022-01-01 00:45:00,air_conditioner5,air_conditioner,bedroom,off,0.0,1,sleeping,5.0,4.2,68.4,70.7,5,0,1500
5,2022-01-01 00:45:00,light5,light,living_room,off,0.0,1,sleeping,5.0,4.2,68.4,70.7,5,0,1500
5,2022-01-01 00:45:00,tv5,tv,living_room,off,0.0,1,sleeping,5.0,4.2,68.4,70.7,5,0,1500
5,2022-01-01 00:45:00,fridge5,fridge,kitchen,on,270.48,1,sleeping,5.0,4.2,68.4,70.7,5,0,1500
5,2022-01-01 00:45:00,washer5,washer,laundry_room,on,739.6,1,sleeping,5.0,4.2,68.4,70.7,5,0,1500
6,2022-01-01 00:45:00,air_conditioner6,air_conditioner,bedroom,off,0.0,1,sleeping,12.7,11.4,60.7,73.5,5,0,1500
6,2022-01-01 00:45:00,light6,light,living_room,on,142.27,1,sleeping,12.7,11.4,60.7,73.5,5,0,1500
6,2022-01-01 00:45:00,tv6,tv,living_room,on,383.47,1,sleeping,12.7,11.4,60.7,73.5,5,0,1500
6,2022-01-01 00:45:00,fridge6,fridge,kitchen,on,215.21,1,sleeping,12.7,11.4,60.7,73.5,5,0,1500
6,2022-01-01 00:45:00,washer6,washer,laundry_room,off,0.0,1,sleeping,12.7,11.4,60.7,73.5,5,0,1500
7,2022-01-01 00:45:00,air_conditioner7,air_conditioner,bedroom,off,0.0,1,sleeping,10.3,11.4,41.2,54.4,5,0,1500
7,2022-01-01 00:45:00,light7,light,living_room,off,0.0,1,sleeping,10.3,11.4,41.2,54.4,5,0,1500
7,2022-01-01 00:45:00,tv7,tv,living_room,off,0.0,1,sleeping,10.3,11.4,41.2,54.4,5,0,1500
7,2022-01-01 00:45:00,fridge7,fridge,kitchen,on,255.89,1,sleeping,10.3,11.4,41.2,54.4,5,0,1500
7,2022-01-01 00:45:00,washer7,washer,laundry_room,off,0.0,1,sleeping,10.3,11.4,41.2,54.4,5,0,1500
8,2022-01-01 00:45:00,air_conditioner8,air_conditioner,bedroom,off,0.0,1,sleeping,6.6,5.5,100.0,2.6,5,0,1500
8,2022-01-01 00:45:00,light8,light,living_room,off,0.0,1,sleeping,6.6,5.5,100.0,2.6,5,0,1500
8,2022-01-01 00:45:00,tv8,tv,living_room,off,0.0,1,sleeping,6.6,5.5,100.0,2.6,5,0,1500
8,2022-01-01 00:45:00,fridge8,fridge,kitchen,on,253.26,1,sleeping,6.6,5.5,100.0,2.6,5,0,1500
8,2022-01-01 00:45:00,washer8,washer,laundry_room,off,0.0,1,sleeping,6.6,5.5,100.0,2.6,5,0,1500
9,2022-01-01 00:45:00,air_conditioner9,air_conditioner,bedroom,off,0.0,1,sleeping,12.4,12.0,62.8,20.7,5,0,1500
9,2022-01-01 00:45:00,light9,light,living_room,off,0.0,1,sleeping,12.4,12.0,62.8,20.7,5,0,1500
9,2022-01-01 00:45:00,tv9,tv,living_room,off,0.0,1,sleeping,12.4,12.0,62.8,20.7,5,0,1500
9,2022-01-01 00:45:00,fridge9,fridge,kitchen,on,280.69,1,sleeping,12.4,12.0,62.8,20.7,5,0,1500
9,2022-01-01 00:45:00,washer9,washer,laundry_room,off,0.0,1,sleeping,12.4,12.0,62.8,20.7,5,0,1500
10,2022-01-01 00:45:00,air_conditioner10,air_conditioner,bedroom,off,0.0,1,sleeping,11.7,10.1,37.0,97.8,5,0,1500
10,2022-01-01 00:45:00,light10,light,living_room,off,0.0,1,sleeping,11.7,10.1,37.0,97.8,5,0,1500
10,2022-01-01 00:45:00,tv10,tv,living_room,off,0.0,1,sleeping,11.7,10.1,37.0,97.8,5,0,1500
10,2022-01-01 00:45:00,fridge10,fridge,kitchen,on,234.27,1,sleeping,11.7,10.1,37.0,97.8,5,0,1500
10,2022-01-01 00:45:00,washer10,washer,laundry_room,off,0.0,1,sleeping,11.7,10.1,37.0,97.8,5,0,1500
1,2022-01-01 01:00:00,air_conditioner1,air_conditioner,bedroom,on,778.16,1,sleeping,12.7,11.8,52.7,46.1,5,1,1500
1,2022-01-01 01:00:00,light1,light,living_room,off,0.0,1,sleeping,12.7,11.8,52.7,46.1,5,1,1500
1,2022-01-01 01:00:00,tv1,tv,living_room,off,0.0,1,sleeping,12.7,11.8,52.7,46.1,5,1,1500
1,2022-01-01 01:00:00,fridge1,fridge,kitchen,on,296.09,1,sleeping,12.7,11.8,52.7,46.1,5,1,1500
1,2022-01-01 01:00:00,washer1,washer,laundry_room,off,0.0,1,sleeping,12.7,11.8,52.7,46.1,5,1,1500
2,2022-01-01 01:00:00,air_conditioner2,air_conditioner,bedroom,off,0.0,1,sleeping,5.9,4.8,94.4,68.1,5,1,1500
2,2022-01-01 01:00:00,light2,light,living_room,off,0.0,1,sleeping,5.9,4.8,94.4,68.1,5,1,1500
2,2022-01-01 01:00:00,tv2,tv,living_room,off,0.0,1,sleeping,5.9,4.8,94.4,68.1,5,1,1500
2,2022-01-01 01:00:00,fridge2,fridge,kitchen,on,244.0,1,sleeping,5.9,4.8,94.4,68.1,5,1,1500
2,2022-01-01 01:00:00,washer2,washer,laundry_room,off,0.0,1,sleeping,5.9,4.8,94.4,68.1,5,1,1500
3,2022-01-01 01:00:00,air_conditioner3,air_conditioner,bedroom,off,0.0,1,sleeping,10.5,11.5,73.7,28.7,5,1,1500
3,2022-01-01 01:00:00,light3,light,living_room,off,0.0,1,sleeping,10.5,11.5,73.7,28.7,5,1,1500
3,2022-01-01 01:00:00,tv3,tv,living_room,off,0.0,1,sleeping,10.5,11.5,73.7,28.7,5,1,1500
3,2022-01-01 01:00:00,fridge3,fridge,kitchen,on,269.39,1,sleeping,10.5,11.5,73.7,28.7,5,1,1500
3,2022-01-01 01:00:00,washer3,washer,laundry_room,off,0.0,1,sleeping,10.5,11.5,73.7,28.7,5,1,1500
